"area_code","area_name","A1101","A110101","A110102","A1102","A110201","A110202","A1301","A130101","A130102","A1302","A130201","A130202","A1303","A130301","A130302","A4101","A4200","A5101","A5102","A9101","A9201","E1101","E1501","E2101","E2401","E2501","E3101","E3401","E3501","E4101","E4501","I510120","I5102","I5103"
"R01634","鹿追町","5266","2572","2694","5191","2551","2640","714","353","361","2915","1497","1418","1629","718","911","35","66","170","259","19","8","0","0","5","51","277","2","31","159","1","169","1","3","1"
"R01635","新得町","5817","2900","2917","5784","2888","2896","591","315","276","3027","1622","1405","2199","963","1236","14","135","244","253","20","7","1","14","2","31","211","2","29","122","0","0","0","7","4"
"R01636","清水町","9094","4478","4616","8955","4424","4531","909","466","443","4529","2380","2149","3388","1471","1917","37","168","294","369","18","15","0","0","2","38","349","2","34","236","1","213","1","4","3"
"R01637","芽室町","18048","8612","9436","17978","8577","9401","2462","1254","1208","10010","4905","5105","5535","2423","3112","95","237","539","564","47","17","2","239","4","83","945","3","56","544","2","886","1","5","8"
"R01638","中札内村","3884","1880","2004","3808","1866","1942","491","241","250","2275","1176","1099","1118","463","655","21","32","151","186","11","5","0","0","2","30","197","1","17","123","0","0","0","3","2"
"R01639","更別村","3080","1519","1561","3072","1515","1557","405","221","184","1706","878","828","969","420","549","20","39","88","127","6","2","2","25","2","28","146","1","17","83","1","102","0","2","1"
"R01641","大樹町","5420","2714","2706","5312","2666","2646","612","313","299","2825","1520","1305","1983","881","1102","34","101","234","271","22","8","0","0","1","25","233","1","17","132","1","83","1","3","2"
"R01642","広尾町","6387","3096","3291","6336","3087","3249","609","302","307","3247","1707","1540","2517","1075","1442","17","110","181","230","20","5","0","0","2","34","226","1","16","126","1","76","1","4","3"
"R01643","幕別町","25766","12243","13523","25623","12195","13428","3168","1656","1512","13900","6763","7137","8658","3798","4860","116","370","753","856","55","36","1","84","8","138","1257","5","90","713","1","275","1","13","10"
"R01644","池田町","6294","2967","3327","6272","2961","3311","520","258","262","3029","1558","1471","2743","1149","1594","16","121","183","194","14","6","1","14","1","25","190","1","19","113","1","83","1","6","2"
"R01645","豊頃町","3022","1478","1544","2972","1465","1507","294","147","147","1536","807","729","1192","524","668","11","49","96","133","7","2","0","0","2","25","104","1","16","53","0","0","0","4","1"
"R01646","本別町","6618","3228","3390","6576","3199","3377","579","315","264","3281","1763","1518","2756","1149","1607","20","112","233","289","20","7","0","0","3","34","219","2","26","113","1","85","1","3","4"
"R01647","足寄町","6563","3215","3348","6536","3206","3330","732","391","341","3199","1665","1534","2618","1146","1472","30","118","177","295","15","9","0","0","4","40","266","1","18","142","1","172","1","3","3"
"R01648","陸別町","2264","1138","1126","2223","1125","1098","224","113","111","1154","639","515","886","386","500","4","38","69","68","5","1","0","0","1","12","68","1","14","53","0","0","0","4","1"
"R01649","浦幌町","4387","2138","2249","4353","2122","2231","425","220","205","2088","1118","970","1865","791","1074","16","84","112","157","11","6","0","0","2","24","163","2","26","93","0","0","0","4","2"
"R01661","釧路町","19105","9101","10004","18911","8968","9943","2153","1120","1033","11091","5421","5670","5704","2455","3249","110","270","777","885","59","44","2","110","5","87","807","4","68","403","1","224","0","11","8"
"R01662","厚岸町","8892","4173","4719","8736","4143","4593","900","458","442","4809","2382","2427","3182","1332","1850","38","136","185","273","23","11","2","13","4","47","292","4","43","170","1","76","1","2","5"
"R01663","浜中町","5507","2726","2781","5423","2716","2707","633","327","306","3109","1595","1514","1759","799","960","27","84","151","240","21","8","0","0","4","51","241","4","43","113","1","55","0","2","2"
"R01664","標茶町","7230","3471","3759","7135","3454","3681","861","437","424","3894","1960","1934","2475","1074","1401","33","118","209","275","18","13","0","0","6","67","299","4","36","188","1","174","1","1","2"
"R01665","弟子屈町","6955","3314","3641","6884","3291","3593","605","305","300","3405","1743","1662","2854","1227","1627","26","119","216","309","23","5","0","0","4","42","217","2","25","121","1","62","2","5","3"
"R01667","鶴居村","2558","1254","1304","2523","1247","1276","298","148","150","1339","702","637","910","397","513","11","36","92","103","4","4","0","0","3","31","116","2","23","56","0","0","1","1","1"
"R01668","白糠町","7289","3414","3875","7199","3405","3794","564","300","264","3660","1812","1848","3063","1300","1763","20","130","166","192","26","16","0","0","1","6","8","1","9","9","1","62","0","5","4"
"R01691","別海町","14380","7286","7094","13972","7109","6863","1849","955","894","7996","4210","3786","3992","1795","2197","76","184","393","595","54","22","5","171","8","120","700","8","104","426","1","240","1","6","4"
"R01692","中標津町","23010","11339","11671","22883","11276","11607","3021","1543","1478","13749","7065","6684","6151","2662","3489","109","256","838","972","87","49","5","367","3","96","1018","2","54","555","2","572","2","5","10"
"R01693","標津町","5023","2465","2558","4946","2427","2519","637","312","325","2796","1459","1337","1571","678","893","22","71","141","174","22","7","0","0","2","38","255","2","29","131","1","55","1","2","1"
"R01694","羅臼町","4722","2346","2376","4680","2333","2347","516","251","265","2718","1460","1258","1484","631","853","12","61","118","196","15","5","2","57","2","35","189","1","16","116","1","64","0","2","1"
"R02201","青森市","275192","128049","147143","271454","126081","145373","28040","14189","13851","150122","72936","77186","84787","34223","50564","1278","4225","6052","7212","749","367","24","1137","42","851","11363","21","546","6477","13","7348","15","206","125"
"R02202","弘前市","168466","77251","91215","166298","76408","89890","17417","8953","8464","95115","45946","49169","53922","21384","32538","826","2741","3922","4429","481","226","10","409","33","589","6959","19","384","3799","9","5169","11","157","87"
"R02203","八戸市","223415","106818","116597","220832","105377","115455","25636","13155","12481","126567","63266","63301","69328","29160","40168","1149","3348","5353","6240","690","318","16","593","41","724","10083","26","499","5508","14","7104","16","167","92"
"R02204","黒石市","31946","14789","17157","31778","14737","17041","3214","1645","1569","17723","8693","9030","10943","4419","6524","141","554","559","770","84","44","2","30","4","88","1242","2","58","638","1","590","2","15","9"
"R02205","五所川原市","51415","23252","28163","51001","23043","27958","4852","2448","2404","27798","13231","14567","18363","7323","11040","197","972","1200","1287","123","88","4","66","11","176","1990","6","115","1033","4","1510","5","41","22"
"R02206","十和田市","60378","28685","31693","59560","28363","31197","6398","3297","3101","33001","16559","16442","20320","8514","11806","280","946","1366","1631","138","77","3","105","14","231","2532","10","163","1437","3","1553","3","37","20"
"R02207","三沢市","39152","19602","19550","38211","19154","19057","4994","2573","2421","23094","12228","10866","10385","4326","6059","243","559","1713","2016","181","63","3","210","7","139","1868","5","100","956","2","1000","2","19","14"
"R02208","むつ市","54103","26104","27999","53212","25728","27484","5714","2952","2762","29283","15127","14156","18249","7589","10660","226","962","1649","2067","164","79","6","183","12","208","2196","9","149","1223","3","1239","2","38","17"
"R02209","つがる市","30934","14363","16571","30849","14332","16517","2903","1469","1434","16001","8097","7904","12002","4782","7220","107","616","491","690","53","30","1","47","7","111","1123","5","91","582","1","429","1","11","10"
"R02210","平川市","30567","14188","16379","30515","14177","16338","3282","1667","1615","16504","8166","8338","10777","4354","6423","153","515","563","609","69","33","0","0","9","133","1338","4","72","674","2","351","0","17","8"
"R02301","平内町","10126","4818","5308","10079","4811","5268","906","462","444","5050","2584","2466","4164","1768","2396","29","224","146","207","14","10","1","6","3","46","349","1","24","206","1","21","1","6","3"
"R02303","今別町","2334","1119","1215","2331","1117","1214","105","59","46","939","511","428","1290","549","741","4","73","35","61","4","1","0","0","1","11","38","1","7","14","0","0","0","3","1"
"R02304","蓬田村","2540","1211","1329","2538","1211","1327","247","144","103","1216","591","625","1077","476","601","7","52","31","52","4","3","0","0","1","13","107","1","13","65","0","0","0","2","0"
"R02307","外ヶ浜町","5401","2527","2874","5365","2521","2844","285","162","123","2362","1255","1107","2750","1106","1644","6","155","100","130","8","7","0","0","2","19","93","2","22","58","0","0","1","7","1"
"R02321","鰺ヶ沢町","9044","4145","4899","9022","4136","4886","701","360","341","4299","2151","2148","4034","1628","2406","16","216","141","206","12","7","0","0","2","25","250","1","17","163","1","52","1","5","3"
"R02323","深浦町","7346","3397","3949","7324","3393","3931","481","244","237","3139","1599","1540","3726","1554","2172","17","188","97","159","11","10","0","0","3","32","169","2","25","101","0","0","0","5","2"
"R02343","西目屋村","1265","589","676","1265","589","676","151","69","82","613","321","292","501","199","302","9","43","30","29","2","1","0","0","1","12","72","0","0","0","0","0","0","1","0"
"R02361","藤崎町","14573","6748","7825","14544","6743","7801","1679","849","830","8090","3959","4131","4797","1936","2861","87","228","318","299","37","15","1","21","3","51","658","2","38","358","0","0","1","7","4"
"R02362","大鰐町","8665","3934","4731","8663","3933","4730","631","311","320","4262","2098","2164","3771","1525","2246","18","186","124","181","15","7","0","0","1","18","253","1","16","132","0","0","0","5","2"
"R02367","田舎館村","7326","3425","3901","7312","3420","3892","836","411","425","3845","1961","1884","2639","1048","1591","31","123","173","156","20","9","0","0","1","20","340","1","19","204","0","0","0","2","0"
"R02381","板柳町","12700","5806","6894","12681","5796","6885","1205","618","587","6672","3251","3421","4822","1936","2886","47","244","221","238","26","20","0","0","4","48","455","1","25","255","0","0","1","5","5"
"R02384","鶴田町","12074","5553","6521","12059","5550","6509","1263","637","626","6236","3083","3153","4575","1833","2742","36","209","199","259","22","19","1","17","1","33","494","1","23","261","1","187","0","5","3"
"R02387","中泊町","9657","4432","5225","9593","4413","5180","756","381","375","4612","2259","2353","4289","1792","2497","30","228","158","212","14","7","0","0","4","44","275","2","25","178","0","0","0","8","2"
"R02401","野辺地町","12374","5776","6598","12223","5732","6491","1102","536","566","6556","3308","3248","4713","1931","2782","31","272","247","283","32","14","1","27","2","35","426","1","23","233","2","262","1","4","8"
"R02402","七戸町","14556","6964","7592","14502","6937","7565","1406","708","698","7202","3745","3457","5943","2508","3435","45","319","261","307","28","19","0","0","3","47","528","2","38","298","1","293","1","6","4"
"R02405","六戸町","10447","5084","5363","10366","5045","5321","1394","703","691","5522","2830","2692","3531","1551","1980","60","180","241","281","31","20","0","0","3","56","571","2","33","279","0","0","0","5","3"
"R02406","横浜町","4229","2071","2158","4153","2063","2090","359","188","171","2179","1182","997","1691","701","990","18","80","69","115","7","3","1","8","1","15","137","1","12","80","0","0","0","2","1"
